ENSEMBL	SYMBOL	log2FoldChange	lfcSE	stat	pvalue	padj	foldChange
ENSG00000106631.8	MYL7	NA	NA	NA	NA	NA	NA
ENSG00000106633.15	GCK	0.0247464399097473	0.132196398804213	0.187194508576573	0.851508130258795	NA	1.01730088122102
ENSG00000106635.7	BCL7B	0.158253007554848	0.135527831822801	1.16767903261198	0.242936257472608	0.463329383575143	1.11593500833211
ENSG00000106636.7	YKT6	0.0964301853602387	0.0788872013853132	1.22238061012254	0.221563728279333	0.438596031992978	1.06912473719255
ENSG00000106638.15	TBL2	0.0739341400814128	0.0953333758692154	0.775532591889335	0.438025014538463	0.647300757262064	1.05258310254469
ENSG00000106648.13	GALNTL5	0.00878482169829753	0.034721776384648	0.253006113540368	0.800263488944358	NA	1.00610775110075
ENSG00000106665.15	CLIP2	-0.504258426693175	0.167634513437551	-3.00808238323207	0.00262901858756214	0.0220086413187345	-1.41839408664331
ENSG00000106682.14	EIF4H	0.0965870968577109	0.0758723789339793	1.27302054073929	0.203010753040427	0.416865707285488	1.06924102447571
ENSG00000106683.14	LIMK1	-0.098642467358412	0.121963486973964	-0.808786873890131	0.418637747668532	0.631666704536028	-1.07076543028213
ENSG00000106686.16	SPATA6L	0.0929654624433738	0.188993830733461	0.491896809978329	0.622792293535134	0.786149695045501	1.06656024748977
ENSG00000106688.11	SLC1A1	-0.481951784606254	0.125616149787102	-3.83670240986594	0.000124697424953534	0.00216997632180881	-1.3966318557421
ENSG00000106689.10	LHX2	-0.0565410014908907	0.115722099861979	-0.488592944289181	0.625129909252993	NA	-1.03996934397264
ENSG00000106692.13	FKTN	0.138783755327243	0.107249560628311	1.29402632993732	0.195656326213575	0.409412731101948	1.10097656102973
ENSG00000106701.11	FSD1L	-0.525459593494559	0.166452671747652	-3.1568108098089	0.0015950479812472	0.0155061801818931	-1.43939204825438
ENSG00000106714.17	CNTNAP3	0.00878482169829753	0.034721776384648	0.253006113540368	0.800263488944358	NA	1.00610775110075
ENSG00000106723.16	SPIN1	-0.0851987493938313	0.104765289820744	-0.813234512495581	0.41608361552044	0.629698194827871	-1.06083387451574
ENSG00000106733.20	NMRK1	-0.332131067442046	0.123484195206387	-2.689664591383	0.00715238664476714	0.0459922816925861	-1.25887153556522
ENSG00000106771.12	TMEM245	0.0665126976520798	0.0975319818600526	0.681957819205581	0.495265623174573	0.694012098717041	1.04718235821674
ENSG00000106772.17	PRUNE2	0.123474794154621	0.160122620888089	0.771126487124628	0.440631962202816	NA	1.08935546566207
ENSG00000106780.8	MEGF9	-0.28259718050015	0.0806104991733804	-3.50571182907983	0.000455387971372823	0.00610365218226191	-1.21638268111351
ENSG00000106785.14	TRIM14	0.133998438044031	0.0863493095736599	1.55181829137527	0.120705708001158	0.305498436140336	1.09733074953659
ENSG00000106789.12	CORO2A	-0.687846576394855	0.127258696463859	-5.40510468445826	6.47705526482933e-08	3.8132906206348e-06	-1.61087726402114
ENSG00000106799.12	TGFBR1	-0.0066720817373064	0.146503960520712	-0.0455419888554011	0.963675307333703	0.981991685303892	-1.00463544523479
ENSG00000106803.9	SEC61B	0.0193877653849543	0.0860052950287657	0.22542525292739	0.821648468166279	0.908145368052193	1.01352927841497
ENSG00000106804.7	C5	-0.170238752283056	0.136688194251703	-1.2454532245087	0.212965199229859	0.428823484912418	-1.12524468655519
ENSG00000106809.10	OGN	0.0234574108260121	0.123823898091878	0.189441708648249	0.849746637482176	NA	1.01639234217996
ENSG00000106819.11	ASPN	-0.0200036277921213	0.0390641142347373	-0.512071710417367	0.608600822652541	NA	-1.01396202948954
ENSG00000106823.12	ECM2	0.110632420483237	0.130094029380218	0.850403519748771	0.395100779938454	NA	1.07970143121404
ENSG00000106829.18	TLE4	0.0781532197797106	0.0943758054700833	0.828106519360885	0.407610177748321	0.622935544571943	1.05566582746858
ENSG00000106852.15	LHX6	-0.0881830862972602	0.136057302479614	-0.648131961240912	0.516899603550126	NA	-1.06303057049144
ENSG00000106853.16	PTGR1	0.00108004922278849	0.0463937828767323	0.0232800421913894	0.981426891423918	NA	1.00074891336932
ENSG00000106868.16	SUSD1	0.00930082717209341	0.150142758808888	0.0619465583680406	0.950605390450649	0.975935243993459	1.00646766774704
ENSG00000106927.11	AMBP	0.00525592809298224	0.120334750348694	0.043677558458817	0.965161427897213	NA	1.00364977600951
ENSG00000106948.16	AKNA	0.171450617538853	0.114508777659846	1.49727052408294	0.134322881317494	0.32620161559736	1.12619029029901
ENSG00000106952.7	TNFSF8	0.103065708861627	0.117395860782249	0.877933073405362	0.37998003958584	0.598271496968508	1.07405338924745
ENSG00000106976.19	DNM1	-0.123479307624958	0.182447145490623	-0.676794955015091	0.498536059512979	0.696531434656091	-1.08935887371515
ENSG00000106991.13	ENG	-0.253724429071144	0.185135546303319	-1.37047927390158	0.170537340906919	0.376485011054192	-1.19228111151828
ENSG00000106992.17	AK1	-0.406243568598809	0.189003808188651	-2.14939356244782	0.0316032153257922	0.127864132912542	-1.3252307353904
ENSG00000106993.11	CDC37L1	-0.115463631847092	0.123925775086909	-0.931716035393905	0.351483297168499	0.572728668006456	-1.08332313184639
ENSG00000107014.8	RLN2	-0.0645776154526953	0.187430984191676	-0.34454076913268	0.730439641309395	0.855417507952825	-1.04577871746122
ENSG00000107018.7	RLN1	0.105510296922191	0.157224793379589	0.671079253177685	0.502170042869949	NA	1.07587487180322
ENSG00000107020.9	PLGRKT	-0.31471489109079	0.11820733637615	-2.66239728208856	0.00775862456443301	0.0486081108340584	-1.24376583297503
ENSG00000107021.15	TBC1D13	-0.160997470039326	0.0868033986267016	-1.85473694102343	0.0636338008050471	0.203436400030265	-1.11805989029507
ENSG00000107036.11	RIC1	-0.24165326381172	0.0965464345713418	-2.50297450014225	0.0123154416913038	0.0675793771205299	-1.18234680179566
ENSG00000107077.17	KDM4C	0.076874898054447	0.0971643840794294	0.791183917675058	0.428836674855723	0.639890577448768	1.05473085310714
ENSG00000107099.15	DOCK8	0.301638917707091	0.0893913746194853	3.37436267191422	0.000739868213716977	0.00882727237179943	1.23254380188235
ENSG00000107104.18	KANK1	0.299106402587299	0.0726595281180626	4.11654755177172	3.8459001029226e-05	0.000862179633393628	1.2303820853484
ENSG00000107105.14	ELAVL2	-0.000989583930455187	0.0630954703281114	-0.0156839140006266	0.987486560188122	NA	-1.00068616261326
ENSG00000107130.9	NCS1	-0.17108822967835	0.164327722227821	-1.04114039529591	0.297810394016289	NA	-1.12590744019876
ENSG00000107140.15	TESK1	0.0718000767714633	0.140371845537336	0.511499129306284	0.609001597937431	0.776757555417462	1.05102725160966
ENSG00000107147.11	KCNT1	0.316576646592251	0.168769915262248	1.87578838384986	0.0606843436881914	NA	1.24537191226297
ENSG00000107159.12	CA9	NA	NA	NA	NA	NA	NA
ENSG00000107164.15	FUBP3	0.0201315601224671	0.0774092769201958	0.260066505248737	0.794812474103233	0.894492394928686	1.01405194750635
ENSG00000107165.12	TYRP1	NA	NA	NA	NA	NA	NA
ENSG00000107175.10	CREB3	0.133712383854709	0.104295771860929	1.28204989971219	0.199825142218536	0.413644765344496	1.09711319493784
ENSG00000107185.9	RGP1	0.269837406739095	0.0802703305788757	3.36160826538451	0.000774899718617333	0.00917571574704867	1.20567193952749
ENSG00000107186.16	MPDZ	0.0185485512569156	0.0362875388495493	0.511154843920918	0.609242635292592	NA	1.01293988098431
ENSG00000107187.15	LHX3	0.0618260238119694	0.167270476761757	0.369617071756352	0.71166782915255	0.84341106005954	1.04378604851978
ENSG00000107201.9	DDX58	0.236884482552839	0.111533925139593	2.1238782931414	0.0336803219472232	0.133371855221798	1.17844504524054
ENSG00000107223.12	EDF1	0.0981566639696208	0.106311351504237	0.923294291538645	0.355853861925574	0.576569290946542	1.07040492865946
ENSG00000107242.17	PIP5K1B	0.00624894285498601	0.156041906641852	0.0400465681909963	0.968056000001255	0.984338264881178	1.00434083135379
ENSG00000107249.21	GLIS3	-0.0149436389627361	0.0823159708543005	-0.181539971012264	0.855943762010326	NA	-1.01041197246238
ENSG00000107262.17	BAG1	-0.0902171753950895	0.0765144311917399	-1.17908705573477	0.238363512399145	0.45875408607718	-1.06453041896047
ENSG00000107263.18	RAPGEF1	0.417526466012879	0.0932221922452952	4.47883123059629	7.50528414330309e-06	0.00022730546856124	1.33563561243052
ENSG00000107281.9	NPDC1	-0.348694383561617	0.188559666439664	-1.84925222952277	0.0644214001338215	0.205202695594013	-1.27340769166744
ENSG00000107282.7	APBA1	0.072163400839172	0.0583057692307932	1.23767170541093	0.215837814653448	NA	1.05129197254737
ENSG00000107290.13	SETX	0.0716154431793473	0.0969019809334504	0.739050352629331	0.45987642242972	0.665758567254015	1.05089275158402
ENSG00000107295.9	SH3GL2	0.15928677747759	0.184285858299252	0.864346179069981	0.387397749293801	0.604983554751357	1.11673492337259
ENSG00000107317.11	PTGDS	NA	NA	NA	NA	NA	NA
ENSG00000107331.16	ABCA2	-0.230679992592313	0.1307739183602	-1.76396024134517	0.0777386732715705	0.230660795183886	-1.17338787762888
ENSG00000107338.9	SHB	-0.222483414535887	0.187929858557647	-1.18386410889381	0.236466859671083	0.456309689844689	-1.16674025261349
ENSG00000107341.4	UBE2R2	0.0365579936775778	0.105379965790936	0.346915975946561	0.728654444083509	0.854209851162593	1.02566385898262
ENSG00000107362.13	ABHD17B	-0.275855583073409	0.136300084186167	-2.02388417234305	0.0429820708358565	0.156240943583657	-1.21071188297893
ENSG00000107371.12	EXOSC3	-0.11297971607631	0.0996227662304907	-1.1340752756746	0.256762973660166	0.478543891293555	-1.08145955833163
ENSG00000107372.12	ZFAND5	0.011700073463166	0.0883334205705972	0.132453531037159	0.894625575964939	0.949256077386812	1.00814284703114
ENSG00000107404.17	DVL1	-0.188145845050581	0.0903080245149205	-2.08337903592937	0.0372166876241926	0.141959747919226	-1.13929854546681
ENSG00000107438.8	PDLIM1	0.0818906529573827	0.103657836763785	0.79000927970352	0.429522348930137	0.640420363807195	1.05840417157859
ENSG00000107443.15	CCNJ	-0.160120942738882	0.101728416447743	-1.57400408194828	0.115486505749151	0.296639038926312	-1.11738080542872
ENSG00000107447.7	DNTT	-0.0402064689417617	0.165521887365091	-0.242907264904963	0.808077237521522	NA	-1.02826097401438
ENSG00000107485.15	GATA3	0.0948022694068367	0.137450154614963	0.68972108232548	0.490369605318825	NA	1.06791903287574
ENSG00000107518.16	ATRNL1	0.0008922463444589	0.0422246576422209	0.0211309314102462	0.983141210702313	NA	1.00061864932263
ENSG00000107521.18	HPS1	0.0475160247618476	0.105586811398653	0.450018559443438	0.652697058272188	0.80739967709533	1.03348397927783
ENSG00000107537.13	PHYH	-0.0866639432150424	0.146689921156046	-0.590796849109017	0.55465654644648	0.738518752848176	-1.06191179933348
ENSG00000107551.20	RASSF4	-0.101190935700117	0.189010688605208	-0.535371499076844	0.592392994217807	0.764290576688865	-1.07265857007694
ENSG00000107554.15	DNMBP	0.100670582801834	0.0963379768650098	1.04497298031175	0.296035457621096	0.51960862783062	1.07227175211956
ENSG00000107560.10	RAB11FIP2	-0.0603425931962232	0.136622881763431	-0.441672671644485	0.658726088082336	0.810873471787919	-1.04271334198264
ENSG00000107562.16	CXCL12	-0.00758318065932081	0.034721776384648	-0.218398407250663	0.827118706418463	NA	-1.00527009866523
ENSG00000107566.13	ERLIN1	-0.361822799552606	0.0911683549626542	-3.96873234907904	7.22559831047697e-05	0.00139025507849199	-1.28504849042203
ENSG00000107581.12	EIF3A	0.0616603844912692	0.0688359553082432	0.895758389858291	0.370381817669618	0.589345860169174	1.04366621578837
ENSG00000107593.16	PKD2L1	0.00059224647027503	0.06029341852254	0.00982273828201707	0.992162714811802	NA	1.00041059824346
ENSG00000107611.14	CUBN	-0.0526749979794293	0.188879306897761	-0.278881783529319	0.780335548777911	0.886590744525578	-1.03718625890559
ENSG00000107614.21	TRDMT1	-0.0776326708238946	0.118032486538025	-0.657722912571908	0.510716196551069	0.706390752041599	-1.0552849939581
ENSG00000107625.12	DDX50	-0.369218967347248	0.108328047649627	-3.40834137933916	0.000653590716112692	0.00803374578761347	-1.29165337818305
ENSG00000107643.15	MAPK8	0.106200875749303	0.0837707533052576	1.26775600742554	0.204885096934648	0.419322179382656	1.076389987081
ENSG00000107651.12	SEC23IP	-0.221052319583236	0.0810711028886032	-2.72664749469334	0.00639813504094897	0.0424040522782305	-1.16558346745257
ENSG00000107669.17	ATE1	-0.272587779072733	0.0919823407660987	-2.96347947663014	0.00304182345364578	0.0243946108800021	-1.20797264032598
ENSG00000107672.14	NSMCE4A	-0.318013196669127	0.0928968756203784	-3.42329270543697	0.000618674189799916	0.00767948385939817	-1.24661259728008
ENSG00000107679.14	PLEKHA1	-0.601827002512349	0.160399089304336	-3.75205997192704	0.000175387493467035	0.00282571231482247	-1.5176372580497
ENSG00000107719.8	PALD1	-0.189093324541484	0.0814254035194053	-2.32228906911612	0.0202173757333518	0.0936465870825363	-1.14004701726249
ENSG00000107731.12	UNC5B	-0.169466781825102	0.0970632912643934	-1.7459410207252	0.0808212009226258	NA	-1.12464274139789
ENSG00000107736.19	CDH23	0.056169932512003	0.181892305243712	0.308808734029416	0.757467024868581	0.872812058379299	1.03970189262081
ENSG00000107738.19	C10orf54	0.27393891432832	0.162097263966182	1.68996630557239	0.0910344010286247	0.254711617621561	1.20910447962013
ENSG00000107742.12	SPOCK2	-0.662885685964945	0.126482310676985	-5.24093592548167	1.59764188320362e-07	8.24946315019773e-06	-1.58324627595615
ENSG00000107745.17	MICU1	-0.185394904562773	0.0936391291321466	-1.97988710788988	0.047716215367727	0.168443989189687	-1.13712819331049
ENSG00000107758.15	PPP3CB	-0.253672233164064	0.109151977433706	-2.32402782916262	0.0201240025551624	0.09333802957156	-1.1922379762287
ENSG00000107771.15	CCSER2	-0.374651664971324	0.097226568139747	-3.85338773279362	0.000116494691196306	0.00206720649912995	-1.29652647385434
ENSG00000107779.11	BMPR1A	-0.197929832141737	0.128566246191992	-1.53951630388401	0.123678300725152	0.310424046782081	-1.14705123413647
ENSG00000107789.15	MINPP1	-0.285587560052937	0.0985052046309597	-2.89921290070777	0.00374100777050851	0.028600095206697	-1.21890658131478
ENSG00000107796.12	ACTA2	0.360030550556908	0.185747975351232	1.93827442735849	0.0525897506075772	0.180293406232616	1.28345307571904
ENSG00000107798.17	LIPA	-0.628456656939965	0.101555871054615	-6.18828483684602	6.08223536024727e-10	6.38584027531294e-08	-1.54591034959076
ENSG00000107807.12	TLX1	-0.0593737123996047	0.0539375867173292	-1.10078548213076	0.270990031752952	NA	-1.04201331477981
ENSG00000107815.7	C10orf2	-0.211133409060541	0.0894182741733921	-2.36118859385644	0.0182164639706019	0.0873568808980424	-1.15759725750668
ENSG00000107816.17	LZTS2	-0.200513404369946	0.113332199318044	-1.7692536240936	0.0768515589341151	0.229208271876561	-1.14910720904172
ENSG00000107819.13	SFXN3	0.121791433558468	0.145140594957123	0.839127286163094	0.401397885703412	0.617034158367166	1.08808512883499
ENSG00000107821.14	KAZALD1	0.00078814121929752	0.157290494524666	0.00501073648270541	0.996002027452041	0.998191631173522	1.00054644711189
ENSG00000107829.13	FBXW4	-0.0352879073873186	0.100464771193338	-0.351246580947357	0.725403367015514	0.852279865937864	-1.02476130624294
ENSG00000107831.12	FGF8	-0.3056637286903	0.175460720748157	-1.7420635649219	0.081497322172933	0.237901937455232	-1.23598713665109
ENSG00000107833.10	NPM3	-0.323606332294218	0.0890056935954052	-3.63579361299336	0.000277126145357065	0.00413196722527061	-1.25145492797831
ENSG00000107854.5	TNKS2	-0.118580472282384	0.124735435113889	-0.950655859532736	0.341779102330903	0.564435038703245	-1.08566610473228
ENSG00000107859.9	PITX3	-0.0583088887586973	0.0826628485917653	-0.705382039840639	0.480572517864118	NA	-1.04124450986325
ENSG00000107862.4	GBF1	0.271891630469522	0.0969143305075428	2.80548427715095	0.00502410324255031	0.0354194957915945	1.20738989373919
ENSG00000107863.16	ARHGAP21	0.210907233116902	0.101750444828647	2.07278929809183	0.0381918928462185	0.144498395786639	1.15741579148476
ENSG00000107864.14	CPEB3	-0.105738447144535	0.149803474565642	-0.705847761215996	0.480282816678528	0.680661778102674	-1.0760450259204
ENSG00000107872.12	FBXL15	-0.115499873006601	0.121823482486668	-0.948092031593667	0.343082604484335	0.565549880138446	-1.08335034576093
ENSG00000107874.10	CUEDC2	-0.0210619485528833	0.0952466850274272	-0.221130515427579	0.824990810458508	0.909987823101214	-1.01470611658298
ENSG00000107882.11	SUFU	0.201919709856029	0.106381639024688	1.89806917535055	0.0576869700885225	0.191162055798342	1.15022787806727
ENSG00000107890.16	ANKRD26	-0.0987701935233611	0.107066184880844	-0.922515298675158	0.356259854105399	0.576643507650933	-1.0708602325878
ENSG00000107897.18	ACBD5	-0.132748691816607	0.108101720048293	-1.22799796115459	0.219447733346022	0.436002678433042	-1.09638058951632
ENSG00000107902.13	LHPP	-0.324144119380195	0.127080357288332	-2.55070198335016	0.0107506209429196	0.0609024609981315	-1.25192151428665
ENSG00000107929.14	LARP4B	0.0803496287740078	0.0717221648995496	1.12029006495469	0.262590174378608	0.48353896623737	1.05727423379391
ENSG00000107937.18	GTPBP4	-0.140342839313824	0.0973850531432185	-1.44111272504447	0.149552839122189	0.348735187877191	-1.10216700163466
ENSG00000107938.17	EDRF1	-0.219339024942867	0.113029654446384	-1.94054406356617	0.0523136045372497	0.179661947110933	-1.16420008250734
ENSG00000107949.16	BCCIP	-0.102923988301098	0.0856723648515683	-1.2013674243663	0.229608706602545	0.448218569919203	-1.0739478867206
ENSG00000107951.12	MTPAP	-0.0297442913543941	0.0877731945857935	-0.338876709395836	0.734702610619205	0.858339705891291	-1.02083117374975
ENSG00000107954.10	NEURL1	-0.104237012167981	0.12234054424787	-0.852023446591754	0.394201078755884	NA	-1.07492575179241
ENSG00000107957.16	SH3PXD2A	0.026494002413693	0.12661224874533	0.209253075245377	0.834250681340658	0.915648082081274	1.01853390275254
ENSG00000107959.15	PITRM1	0.135919432794381	0.0746027371753233	1.82190946258389	0.0684687242909514	0.213365683240588	1.0987928538519
ENSG00000107960.10	OBFC1	-0.0297654055955379	0.112674552130873	-0.264171501307279	0.791647769907151	0.89317163663045	-1.02084611400579
ENSG00000107968.9	MAP3K8	0.0110257641439514	0.0907858268017236	0.121448077661194	0.903336138206676	0.954035962140593	1.00767175559841
ENSG00000107984.9	DKK1	NA	NA	NA	NA	NA	NA
ENSG00000108001.13	EBF3	-0.0257397376967864	0.0551155889080714	-0.467013747049285	0.640490042700937	NA	-1.01800153563843
ENSG00000108010.11	GLRX3	-0.27120962205901	0.0931455509520123	-2.91167553669563	0.00359495849368859	0.0277020685394389	-1.20681925654009
ENSG00000108018.15	SORCS1	-0.0349341320721196	0.0430962856620935	-0.810606564705573	0.417591645730229	NA	-1.02451004676167
ENSG00000108021.19	FAM208B	0.266555356137785	0.098902899621923	2.6951217523121	0.00703629152388654	0.0454150803839378	1.20293222077223
ENSG00000108039.17	XPNPEP1	-0.0172293874505499	0.0801966999247363	-0.21483910767799	0.829892761221004	0.913012478049548	-1.01201409773267
ENSG00000108055.9	SMC3	-0.0500045161208683	0.0831535009257514	-0.60135190417921	0.547605625618864	0.733094400090399	-1.03526816457397
ENSG00000108061.11	SHOC2	0.00688798813192454	0.0941809130051655	0.0731357120263504	0.941698123651684	0.972576002941845	1.00478580511139
ENSG00000108064.10	TFAM	-0.386838111368486	0.137275140549014	-2.81797643638447	0.00483273563683037	0.0344833155740699	-1.30752461950395
ENSG00000108091.10	CCDC6	-0.0562997684874732	0.0769748908239011	-0.731404330488401	0.464532220954564	0.668491313741468	-1.03979546526095
ENSG00000108094.14	CUL2	0.0524112663946772	0.0997074245074093	0.525650588746102	0.599131000678373	0.769927650981591	1.03699667360349
ENSG00000108100.17	CCNY	-0.0614681131651168	0.0752484243685074	-0.816869106309715	0.414003234419988	0.62790165070764	-1.04352713323066
ENSG00000108106.13	UBE2S	0.0422792831623699	0.143482217482937	0.294665665920571	0.768249293813378	0.87952502069557	1.02973940556022
ENSG00000108107.12	RPL28	0.148961652297906	0.154540215625584	0.963902190086275	0.335094965746515	0.559112895436411	1.10877117140662
ENSG00000108175.16	ZMIZ1	-0.0884743956156334	0.128621583003024	-0.687865858512666	0.491537258249819	0.691323723675984	-1.06324523954388
ENSG00000108176.14	DNAJC12	-0.614707524203262	0.0980598657127842	-6.26869636966188	3.64083273549037e-10	4.13250915625614e-08	-1.53124753769008
ENSG00000108179.13	PPIF	-0.0649847026252645	0.0985215034139579	-0.659599177574648	0.509511082177547	0.705343382524439	-1.04607384786524
ENSG00000108187.15	PBLD	-0.365901122581052	0.123731379800735	-2.95722171021065	0.00310424822012615	0.0247691091357628	-1.2886863052751
ENSG00000108219.14	TSPAN14	-0.128012706952689	0.0999964847288862	-1.28017207104591	0.200484626070596	0.414354626618019	-1.09278736409847
ENSG00000108231.11	LGI1	NA	NA	NA	NA	NA	NA
ENSG00000108239.8	TBC1D12	-0.218668245258191	0.127835922628998	-1.71053832726505	0.0871663723122614	0.247623252483017	-1.16365891460572
ENSG00000108242.12	CYP2C18	-0.0896521929369085	0.176920808798845	-0.506736282439457	0.612339869239161	0.778965065886933	-1.06411361343728
ENSG00000108244.16	KRT23	NA	NA	NA	NA	NA	NA
ENSG00000108255.7	CRYBA1	-0.0333718311334988	0.0733073785452149	-0.455231544160532	0.648942669096626	NA	-1.02340120072671
ENSG00000108256.8	NUFIP2	0.120640355451807	0.091692951719132	1.31569933337237	0.188274978056157	0.399339469449415	1.08721732835393
ENSG00000108262.15	GIT1	-0.0772745992194732	0.113917429377056	-0.678338684800385	0.497556976040724	0.696004759252464	-1.05502310860367
ENSG00000108298.9	RPL19	-0.152230186551597	0.0894791404835791	-1.70129245463119	0.0888880841334474	0.25087387365531	-1.11128602370663
ENSG00000108306.11	FBXL20	0.150840215448828	0.0968049892096025	1.55818637738008	0.119189073300397	0.303366289800343	1.11021586573675
ENSG00000108309.12	RUNDC3A	-0.701266020133184	0.162463747227923	-4.31644617398468	1.58561322961725e-05	0.000411899816081397	-1.62593098354063
ENSG00000108312.14	UBTF	0.185272842171944	0.100843895338732	1.83722417256511	0.0661768085881344	0.208858119088654	1.13703198814556
ENSG00000108342.12	CSF3	0.00878482169829753	0.034721776384648	0.253006113540368	0.800263488944358	NA	1.00610775110075
ENSG00000108344.14	PSMD3	0.226378806877624	0.110443382588317	2.04972721382015	0.0403910578321654	0.150114140893054	1.16989480174145
ENSG00000108349.14	CASC3	0.333333629019633	0.0964861403119602	3.45473067885081	0.000550842769061403	0.00707448322875088	1.25992130812092
ENSG00000108352.11	RAPGEFL1	-0.293394680072106	0.123222723296587	-2.3810111659838	0.0172651886067086	0.0847071489813505	-1.22552055339712
ENSG00000108370.15	RGS9	-0.182393003961053	0.184019481613904	-0.991161383356879	0.32160678359198	0.545192196302825	-1.13476456358278
ENSG00000108375.12	RNF43	0.435323766229107	0.0986438184809535	4.4130871344276	1.01906957431198e-05	0.000293133734400835	1.35221425972463
ENSG00000108379.9	WNT3	-0.324342850171319	0.168277002351785	-1.92743420454613	0.0539255403578113	0.182882337272696	-1.25209397796223
ENSG00000108381.10	ASPA	0.0284430171632101	0.0448229152835776	0.634564195194843	0.525712686261691	NA	1.0199108251526
ENSG00000108384.14	RAD51C	0.0763148167183858	0.0818683207399008	0.93216540938761	0.351251048793621	0.572498313551207	1.05432146623309
ENSG00000108387.14	SEPT4	-0.0806865909761095	0.156134975565025	-0.51677460917465	0.605313506569964	NA	-1.05752120425695
ENSG00000108389.9	MTMR4	-0.0278702835459416	0.0743530218484373	-0.374837267579425	0.707781496105928	0.841607990529919	-1.0195060124465
ENSG00000108395.13	TRIM37	0.0120279772648691	0.0939899883826326	0.127970834679789	0.898172053789448	0.951170018130055	1.00837200942029
ENSG00000108405.3	P2RX1	-0.0642195146625826	0.17465125328903	-0.36770142471469	0.713095878100926	0.844229934992818	-1.04551917008606
ENSG00000108406.9	DHX40	-0.0807537682065961	0.103203059486107	-0.782474556555824	0.433935732552028	0.644407861200259	-1.05757044751188
ENSG00000108417.3	KRT37	NA	NA	NA	NA	NA	NA
ENSG00000108423.14	TUBD1	0.121751240540765	0.106322774239739	1.14510970402482	0.252163716166048	0.473883516266215	1.08805481555712
ENSG00000108424.9	KPNB1	0.050462636241068	0.0704245375447548	0.716549060886612	0.473652385092899	0.675443848306217	1.03559696066228
ENSG00000108433.15	GOSR2	0.0832826567354363	0.110643042464506	0.75271481044236	0.451621308120509	0.657648735669243	1.05942587995102
ENSG00000108439.9	PNPO	0.131220920663977	0.116534530374489	1.12602608207449	0.260154479554133	0.481375574666255	1.09522016960425
ENSG00000108443.13	RPS6KB1	0.0445481625924703	0.105183070587591	0.423529778543335	0.671908776802766	0.820527157016386	1.03136011721939
ENSG00000108448.20	TRIM16L	-0.293597460874521	0.185967638551695	-1.57875565426888	0.114392113836444	0.294187842871067	-1.22569282092422
ENSG00000108465.14	CDK5RAP3	-0.235148970268399	0.10214566578898	-2.30209444964788	0.0213298463673261	0.0970511861256562	-1.17702826890752
ENSG00000108468.14	CBX1	0.231035062149777	0.0863119421252063	2.67674503042269	0.00743411843789995	0.0471613586098194	1.17367670206988
ENSG00000108469.14	RECQL5	0.141784044185176	0.0801457672697063	1.76907713301995	0.0768810033972263	0.229208271876561	1.10326858032931
ENSG00000108474.16	PIGL	-0.0366854047631747	0.109412198751575	-0.335295380056026	0.737402278419059	0.860234380166827	-1.02575444411165
ENSG00000108479.11	GALK1	-0.398407882911879	0.100510226424348	-3.96385419758011	7.3749305935342e-05	0.00140996586567432	-1.31805254268619
ENSG00000108506.11	INTS2	-0.0600543101279922	0.109564634300511	-0.548117652300803	0.583611120518728	0.758827341689898	-1.04250500511172
ENSG00000108509.20	CAMTA2	0.285118132382044	0.121663169235565	2.3435040708992	0.0191035537684673	0.0903051873911494	1.21851003500295
ENSG00000108510.9	MED13	0.107412842904924	0.104774995431024	1.02517630721956	0.305280005429418	0.528182201099319	1.07729461167934
ENSG00000108511.9	HOXB6	0.0478052701018629	0.0786832470443373	0.607566056277839	0.543475319255166	NA	1.03369120283149
ENSG00000108515.17	ENO3	-0.0988216214061649	0.143862294403356	-0.686918151945308	0.492134307537805	0.691931719748779	-1.07089840632138
ENSG00000108518.7	PFN1	0.42104687887015	0.150853137713903	2.79110454877429	0.0052528502052822	0.0366651854495016	1.33889876238998
ENSG00000108523.15	RNF167	0.319950173108658	0.134140638995827	2.38518450116083	0.0170705576572383	0.0841110504198456	1.24828743559301
ENSG00000108528.13	SLC25A11	0.00216134416399107	0.0986907556372817	0.0219001683595844	0.982527590476597	0.991419598943989	1.00149925237027
ENSG00000108551.4	RASD1	0.485111295028288	0.18807039006728	2.57941345713562	0.00989682533746564	0.0578339992702827	1.39969383918107
ENSG00000108556.7	CHRNE	-0.18760922809172	0.184903699936499	-1.01463209311739	0.310281235158325	0.533683724472319	-1.13887485701074
ENSG00000108557.17	RAI1	0.183969370936744	0.105181845466213	1.74906011699367	0.0802806283258884	0.235331697598387	1.13600514663152
ENSG00000108559.11	NUP88	0.10200403430182	0.0702360723019552	1.45230265529783	0.146417469501273	0.344163003404205	1.07326328762508
ENSG00000108561.8	C1QBP	-0.261578758566498	0.0891134536250389	-2.93534531460466	0.00333176682974662	0.0261213007392518	-1.19878983725728
ENSG00000108576.9	SLC6A4	0.102611564058578	0.187885723130817	0.546138164990504	0.584970967168321	0.759720566472908	1.07371534206084
ENSG00000108578.14	BLMH	0.143092867831603	0.0778417050794322	1.83825454087352	0.0660249063142379	0.208744741443685	1.10426992791835
ENSG00000108582.11	CPD	-0.0790036285448845	0.0846544242409444	-0.933248666602745	0.35069159264265	0.57188239395609	-1.05628828203571
